"","X","species","biome","system","Country.list","Class","lengthyear","Decimal.Latitude","Decimal.Longitude","id","n","intercept","slope","intercept_se","slope_se","intercept_p","slope_p","Red.List.status"
"1086",1086,"Bombycilla cedrorum","Boreal forests/taiga","Terrestrial","Canada","Aves",44,54,-72,3717,43,-85.2500796003515,0.0428143527667985,3.4044562993043,0.00170902808566356,2.85006268182659e-27,2.79943110315398e-27,"LC"
"1087",1087,"Bombycilla cedrorum","Temperate broadleaf and mixed forests","Terrestrial","United States, Canada","Aves",41,48.99722,-97.22917,3121,40,-78.7908233431003,0.0395685754374595,6.84902997042102,0.0034407952729951,2.92359043086514e-14,2.95604231877362e-14,"LC"
"1088",1088,"Bombycilla cedrorum","Boreal forests/taiga","Terrestrial","Canada","Aves",44,55,-97,3713,43,38.7214629716473,-0.0194446305352717,9.83491286812514,0.0049371003279186,0.00029714931449855,0.000295945462713067,"LC"
"1089",1089,"Bombycilla cedrorum","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",44,45,-63,3715,43,-62.6746891799145,0.0313162161904458,7.51412724964201,0.00377207206669456,1.56788052447473e-10,1.77720102451773e-10,"LC"
"1090",1090,"Bombycilla cedrorum","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",44,46.5,-66.75,3714,43,-50.3848395971065,0.0252260705363531,8.51963841076944,0.00427683601833233,4.87681786507965e-07,5.13921922676517e-07,"LC"
"1091",1091,"Bombycilla cedrorum","Boreal forests/taiga","Terrestrial","Canada","Aves",44,55,-115,3711,43,-7.31479129082031,0.00340322268504779,8.76504992608472,0.00440003195193993,0.408588948344137,0.443485137767024,"LC"
"1092",1092,"Bombycilla cedrorum","Boreal forests/taiga","Terrestrial","Canada","Aves",40,64.407745,-120.52011,13806,39,9.56991040318752,-0.00500248880039913,10.1684868303617,0.00509945226381877,0.35242937377455,0.332646517991633,"LC"
"1093",1093,"Bombycilla cedrorum","Boreal forests/taiga","Terrestrial","Canada","Aves",40,53.003392,-60.79843,13805,39,-21.9847713724264,0.0107590094181242,12.5240122584736,0.00628073810086208,0.0870419818110166,0.0946499351260924,"LC"
"1094",1094,"Bombycilla garrulus","Temperate coniferous forests","Terrestrial","Canada","Aves",42,56.159482,-125.441985,14636,41,-13.8131138847934,0.00670002925282578,11.0146372028445,0.00553210610550853,0.216920103755932,0.232785336396645,"LC"
"1095",1095,"Bombycilla garrulus","Boreal forests/taiga","Terrestrial","Canada","Aves",37,64.407745,-120.52011,14637,36,50.8836934373919,-0.0256888357884091,8.85714083209442,0.00443849015289127,1.52365710409542e-06,1.3355033091639e-06,"LC"
"1096",1096,"Bombycilla garrulus","Temperate coniferous forests","Terrestrial","Canada","Aves",44,60.108611,-113.6425,14635,43,89.6944050376092,-0.0451469332377729,3.02928739123179,0.00152069428302533,3.11753299709608e-30,2.79347969485585e-30,"LC"
"1097",1097,"Bombycilla garrulus","Tundra","Terrestrial","Canada","Aves",41,63.748366,-136.036766,14638,40,95.4470521193205,-0.0480043130376264,3.2417242135,0.00162611702703202,9.94150968518472e-29,8.98946866574025e-29,"LC"
"1098",1098,"Bonasa bonasia","Boreal forests/taiga","Terrestrial","Russian Federation","Aves",18,62.49816,58.78916,5972,17,-82.1345314505763,0.041335044929396,44.3465583567325,0.0224084833299844,0.0814571216832115,0.0825902328960475,"LC"
"1099",1099,"Bonasa bonasia","Temperate coniferous forests","Terrestrial","France","Aves",19,46.55,6.06667,5146,18,-93.8955665024629,0.0472906403940886,44.713169974478,0.0225197589586001,0.0500949937114466,0.0500941246194418,"LC"
"1100",1100,"Bonasa bonasia","Boreal forests/taiga","Terrestrial","Finland","Aves",12,64,26,302,11,-188.330390920551,0.0945775535939449,67.9021570485333,0.0341387817506775,0.0181114649444052,0.0182144595893037,"LC"
"1101",1101,"Bonasa bonasia","Boreal forests/taiga","Terrestrial","Finland","Aves",7,64,27,5973,6,336.706349206243,-0.170634920634867,159.792898482805,0.0809692377926038,0.0796869781312583,0.0796581041677633,"LC"
"1102",1102,"Bonasa bonasia","Boreal forests/taiga","Terrestrial","Russian Federation","Aves",18,62.49816,58.78916,5974,17,-10.3294117647072,0.00495356037151769,51.9926474279795,0.0262720809989251,0.844876991543553,0.852679237761034,"LC"
"1103",1103,"Bonasa umbellus","Boreal forests/taiga","Terrestrial","Canada","Aves",44,53.003392,-60.79843,18136,43,53.2509914088786,-0.0268328270124892,7.79477921356252,0.0039129586125829,2.25701451487532e-08,2.07063039175904e-08,"LC"
"1104",1104,"Bonasa umbellus","Boreal forests/taiga","Terrestrial","Canada","Aves",44,60.108611,-113.6425,13545,43,-25.7396148951021,0.0127109249907624,10.9988033203071,0.0055213702660644,0.0239821667876434,0.0262332868083421,"LC"
"1105",1105,"Bonasa umbellus","Boreal forests/taiga","Terrestrial","Canada","Aves",44,55,-125,3720,43,-38.5363070343287,0.0192171687255209,10.2258122849802,0.00513333080448876,0.000495339231807368,0.000533809866376186,"LC"
"1106",1106,"Bonasa umbellus","Tundra","Terrestrial","Canada","Aves",28,63.748366,-136.036766,13813,27,-60.0531220876048,0.030009319664492,26.1129362170448,0.0130563538659259,0.0294243108146565,0.0295084356448691,"LC"
"1107",1107,"Bonasa umbellus","Boreal forests/taiga","Terrestrial","Canada","Aves",42,55,-115,3719,41,27.2556650423374,-0.0140055839347743,9.02876578055884,0.00453470135965413,0.00435169401468526,0.00360253968589747,"LC"
"1108",1108,"Bonasa umbellus","Boreal forests/taiga","Terrestrial","Canada","Aves",44,55.443204,-97.404876,13808,43,-19.1173809568089,0.00935512896991444,10.4523254837269,0.00524703983300843,0.0743390524145094,0.0816573129789394,"LC"
"1109",1109,"Bonasa umbellus","Boreal forests/taiga","Terrestrial","Canada","Aves",44,52.941847,-73.107078,13812,43,-1.02839633796151,0.000287828113915048,7.58548620792304,0.00380789407559827,0.892790580612786,0.940098087779912,"LC"
"1110",1110,"Bonasa umbellus","Boreal forests/taiga","Terrestrial","Canada","Aves",44,50,-86,3722,43,-51.7841107811455,0.0257605009863872,8.48792662974533,0.00426091678787322,2.60767297913347e-07,3.1368298600682e-07,"LC"
"1111",1111,"Bonasa umbellus","Boreal forests/taiga","Terrestrial","Canada","Aves",25,64.407745,-120.52011,13810,24,-114.435986124522,0.0571583878696849,10.6404493969555,0.00531620019694217,1.16493164312235e-10,1.17161349732445e-10,"LC"
"1112",1112,"Bonasa umbellus","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",44,45.290147,-62.735984,13811,43,67.5373303366143,-0.0340254204448578,3.71442112421683,0.00186462961048018,8.33220473577529e-22,7.26566969164716e-22,"LC"
"1113",1113,"Bonasa umbellus","Boreal forests/taiga","Terrestrial","Canada","Aves",44,54,-106,3723,43,68.8270238618066,-0.0346383085513521,4.50184731592127,0.00225991548249592,5.402003112122e-19,4.92678584589826e-19,"LC"
"1114",1114,"Bonasa umbellus","Temperate broadleaf and mixed forests","Terrestrial","United States, Canada","Aves",41,48.99722,-97.22917,2924,40,-37.3030391018201,0.0185830429732871,10.8642768851246,0.00545796305641641,0.00139940411264689,0.00151849939667875,"LC"
"1115",1115,"Bonasa umbellus","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",44,46.666605,-66.291594,13809,43,50.8591236230989,-0.025632545508322,5.65480080440334,0.00283869509370206,1.94729978941198e-11,1.73971708387739e-11,"LC"
"1116",1116,"Bonasa umbellus","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",42,45,-63,3721,41,71.58853769799,-0.0360673392463453,4.04879578113328,0.00203350936106912,8.6113936494346e-21,7.6906638954598e-21,"LC"
"1117",1117,"Boops boops","Unknown","Marine","Spain","Actinopterygii",14,37.669757,-0.491001,17497,7,-55.4275201949779,0.0274160494208247,92.399301818169,0.0460945350203429,0.567495738399112,0.570708645937041,"LC"
"1118",1118,"Boopsoidea inornata","Unknown","Marine","South Africa","Actinopterygii",7,-33.982905,23.63378,11727,6,-157.280257936508,0.0783730158730158,206.555010534888,0.103200037565024,0.47524503098563,0.4763637252226,"LC"
"1119",1119,"Boreogadus saida","Unknown","Marine","Canada","Actinopterygii",24,53.910492,-53.864595,18069,22,-13.5353131380657,0.00651273431818231,26.292375155102,0.0132627055271486,0.611826488302559,0.628249542666782,NA
"1120",1120,"Boreogadus saida","Unknown","Marine","Norway","Actinopterygii",27,74,36,2528,26,-77.1167166299353,0.0384639760320333,23.9588896568148,0.0119823426590499,0.00343933745567265,0.0035140241318691,NA
"1121",1121,"Boreogadus saida","Unknown","Marine","United States","Actinopterygii",8,70.18083,-148.04556,9574,6,10.2425502425261,-0.00524700524699309,221.153679716109,0.11117430481652,0.964562874032054,0.963888571038684,NA
"1122",1122,"Botaurus lentiginosus","Temperate upland rivers","Freshwater","United States, Canada","Aves",41,48.99722,-97.22917,2864,40,40.733819026502,-0.0205891669306304,11.2390968075062,0.00564626397241834,0.000808803339392817,0.000758188519161326,"LC"
"1123",1123,"Botaurus lentiginosus","Temperate coastal rivers","Freshwater","Canada","Aves",42,56.159482,-125.441985,13814,41,87.1988109809412,-0.0439881416013609,4.79345988110365,0.00240751721426789,3.05404727465295e-21,2.60110739435956e-21,"LC"
"1124",1124,"Botaurus lentiginosus","Temperate coastal rivers","Freshwater","Canada","Aves",44,46.5,-66.75,4217,43,85.3749849112602,-0.0429793870416843,2.87150889029098,0.00144148989157027,2.6309726767557e-30,2.34258413240009e-30,"LC"
"1125",1125,"Botaurus lentiginosus","Temperate floodplain rivers and wetlands","Freshwater","Canada","Aves",37,55,-115,4215,36,68.7921253389107,-0.0349140183628131,7.95803004320854,0.00400196582310933,2.61716172330868e-10,2.08606074737765e-10,"LC"
"1126",1126,"Botaurus lentiginosus","Temperate upland rivers","Freshwater","Canada","Aves",44,60,-96,1031,43,27.0309987836135,-0.0137441235008847,9.39667938398864,0.00471710827437968,0.00623167653587738,0.00564759641641306,"LC"
"1127",1127,"Botaurus lentiginosus","Temperate coastal rivers","Freshwater","Canada","Aves",44,45,-63,4218,43,87.4611203708115,-0.0439735225486929,1.89417744830873,0.000950872084641437,2.82479996954161e-38,2.64564779025449e-38,"LC"
"1128",1128,"Botaurus lentiginosus","Temperate coastal rivers","Freshwater","Canada","Aves",44,54,-72,4220,43,-89.6656981198219,0.0449511689324519,1.44233704817587,0.000724049395149924,9.5097836318563e-44,1.00723394233644e-43,"LC"
"1129",1129,"Botaurus lentiginosus","Temperate coastal rivers","Freshwater","Canada","Aves",38,53.003392,-60.79843,13815,37,90.3704453441309,-0.0453507424851399,4.43456452471957,0.00222280399001252,1.0446689018053e-21,1.00389103150291e-21,"LC"
"1130",1130,"Botaurus lentiginosus","Temperate upland rivers","Freshwater","Canada","Aves",44,55.410147,-105.758445,4221,43,30.4138483678206,-0.0154442709362921,9.70027338344203,0.00486951166161388,0.00309157705618191,0.00279556199874137,"LC"
"1131",1131,"Botaurus lentiginosus","Large lakes","Freshwater","Canada","Aves",44,55,-97,4216,43,-0.989973897459895,0.000295114539504453,10.5207842558753,0.00528140595612056,0.925469232984762,0.955697812423343,"LC"
"1132",1132,"Botaurus lentiginosus","Temperate upland rivers","Freshwater","Canada","Aves",44,50,-86,4219,43,-60.4240602824586,0.0302641980445185,5.62085951859121,0.00282165665771793,9.18653870169389e-14,9.86652726915492e-14,"LC"
"1133",1133,"Botaurus stellaris","Temperate floodplain rivers and wetlands","Freshwater","United Kingdom","Aves",15,52.66667,1,1262,14,-73.5955882352941,0.0367647058823529,67.3899205791828,0.0339238555923427,0.293232853503541,0.296791020861188,"LC"
"1134",1134,"Botaurus stellaris","Temperate floodplain rivers and wetlands","Freshwater","United Kingdom","Aves",15,54.11667,-2.76667,1259,14,275.051176470588,-0.138529411764706,29.5428181173886,0.0148717536241573,2.24706492344986e-07,2.2333615891664e-07,"LC"
"1135",1135,"Botaurus stellaris","Temperate floodplain rivers and wetlands","Freshwater","United Kingdom","Aves",30,54,-4,1252,29,127.656552419355,-0.0644018817204301,8.71066802171065,0.00438820130726908,6.11028277583837e-15,5.89033243499174e-15,"LC"
"1136",1136,"Botaurus stellaris","Temperate floodplain rivers and wetlands","Freshwater","United Kingdom","Aves",15,52.95,0.58333,1265,14,128.288235294118,-0.0647058823529412,54.4519693390754,0.0274109351769749,0.0335778331021375,0.0332846355433743,"LC"
"1137",1137,"Botaurus stellaris","Temperate floodplain rivers and wetlands","Freshwater","United Kingdom","Aves",15,52.312965,1.667022,1267,12,210.586119213227,-0.106125196320397,37.2521545890858,0.0187499069578393,0.000106772771738635,0.00010558868078486,"LC"
"1138",1138,"Botaurus stellaris","Temperate coastal rivers","Freshwater","Italy","Aves",7,43.83139,10.33278,6977,6,-560.290476190456,0.280952380952371,114.160547910234,0.0572089564791669,0.00268933062305366,0.00268102550353406,"LC"
"1139",1139,"Botaurus stellaris","Temperate floodplain rivers and wetlands","Freshwater","United Kingdom","Aves",15,52.66667,1.5,1256,14,-67.3779411764706,0.0338235294117647,57.9341863171914,0.0291638712969694,0.264266865555149,0.265538124865121,"LC"
"1140",1140,"Botaurus stellaris","Temperate coastal rivers","Freshwater","Italy","Aves",20,42.76716,10.9415,6897,8,-140.429965480619,0.0706430341653403,28.9770505095306,0.0146059995781404,0.00127793475110024,0.00129375334637504,"LC"
"1141",1141,"Botaurus stellaris","Temperate floodplain rivers and wetlands","Freshwater","United Kingdom","Aves",15,52.73333,1.56667,1258,14,324.204411764706,-0.163235294117647,56.7004976846356,0.0285428366577082,5.31620928013985e-05,5.30577201883969e-05,"LC"
"1142",1142,"Botaurus stellaris","Temperate floodplain rivers and wetlands","Freshwater","United Kingdom","Aves",15,54,-4,1268,14,255.583660130719,-0.12875816993464,30.4964421173485,0.0153518046849984,7.93761222263657e-07,7.86634684910678e-07,"LC"
"1143",1143,"Botaurus stellaris","Temperate floodplain rivers and wetlands","Freshwater","United Kingdom","Aves",34,52.23333,1.6,1260,27,42.8391199191939,-0.0216402014985323,20.368754019213,0.0102327853636397,0.0449074597256364,0.0438218208333544,"LC"
"1144",1144,"Botaurus stellaris","Temperate floodplain rivers and wetlands","Freshwater","United Kingdom","Aves",15,54,-4,1266,10,221.070247933889,-0.111570247933887,58.3942407927649,0.0293708357750733,0.00356773062042292,0.00349338151599169,"LC"
"1145",1145,"Botaurus stellaris","Temperate coastal rivers","Freshwater","France","Aves",16,43.56667,4.73333,7423,15,-134.096334185842,0.0669224211423667,34.4125327773822,0.0172406959549397,0.00143074149464668,0.00147543150293678,"LC"
"1146",1146,"Botaurus stellaris","Temperate floodplain rivers and wetlands","Freshwater","United Kingdom","Aves",14,52.96667,1.05,1257,13,70.7642857142834,-0.0357142857142846,80.9597886262757,0.0407446387724447,0.397941571673944,0.396645479586982,"LC"
"1147",1147,"Botaurus stellaris","Temperate coastal rivers","Freshwater","Italy","Aves",6,41.66861,12.41083,7004,5,-366.87755102033,0.183673469387716,255.689436387248,0.128100855726307,0.210796831731081,0.211076785766792,"LC"
"1148",1148,"Botaurus stellaris","Temperate floodplain rivers and wetlands","Freshwater","United Kingdom","Aves",15,51.313984,1.1901,1263,12,155.927334999536,-0.0788669813940567,54.6807159744782,0.027514223596539,0.014579507386973,0.0141840937888228,"LC"
"1149",1149,"Botaurus stellaris","Temperate floodplain rivers and wetlands","Freshwater","United Kingdom","Aves",15,52.66667,1,1261,14,-169.061764705882,0.0852941176470588,96.6880626044277,0.048672440108339,0.102255059096218,0.101565288111703,"LC"
"1150",1150,"Botaurus stellaris","Temperate floodplain rivers and wetlands","Freshwater","United Kingdom","Aves",13,52.16667,1,1264,12,-209.527472527474,0.105494505494506,67.8586616074814,0.0341426525940847,0.00940235532397902,0.00936553968540868,"LC"
"1151",1151,"Brachydeuterus auritus","Unknown","Marine","Ghana","Actinopterygii",25,4.55,-1.16667,9232,24,-8.85115441595475,0.00457207977207994,23.5755088006887,0.0118677778889975,0.710632133667018,0.703444355563452,"NT"
"1152",1152,"Brachyramphus marmoratus","Boreal forests/taiga","Terrestrial","Canada","Aves",44,60.108611,-113.6425,14545,43,89.6953951353216,-0.0451617720899693,3.5377447885082,0.00177593855579991,1.72660860486924e-27,1.53015730686694e-27,"EN"
"1153",1153,"Brachyramphus marmoratus","Temperate coniferous forests","Terrestrial","Canada","Aves",42,56.159482,-125.441985,14639,41,70.901051070468,-0.0359132732561487,6.94884481294517,0.00349006019063412,8.1014836981456e-13,6.2954652086576e-13,"EN"
"1154",1154,"Brachyteles arachnoides","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Brazil","Mammalia",12,-19.35,-43.43333,9244,11,-336.766578249322,0.169382341796128,16.2571193628917,0.00817761094995594,3.66514992671556e-10,3.66911541000873e-10,"EN"
"1155",1155,"Brachyteles hypoxanthus","Tropical and subtropical moist broadleaf forests","Terrestrial","Brazil","Mammalia",23,-19.65222,-41.89444,9044,21,-169.978256039454,0.0852367642177842,4.93924562011678,0.0024772014591007,5.90077792711396e-20,5.91963950867914e-20,"CR"
"1156",1156,"Brachyteles hypoxanthus","Tropical and subtropical moist broadleaf forests","Terrestrial","Brazil","Mammalia",20,-20.07111,-42.73944,9040,4,172.272658008667,-0.0864415584415629,35.6766489526687,0.0179083453253846,0.00846913350749224,0.00848044185778255,"CR"
"1157",1157,"Branta bernicla","Temperate broadleaf and mixed forests","Terrestrial","Germany","Aves",5,51,9,5976,4,-836.746365914814,0.424060150375954,181.720572874223,0.0921269986117884,0.00999637043076087,0.0100082834915454,"LC"
